id,name,birthdate,country,atp_rank,points,hard_points,clay_points,grass_points
114304,Marc Majdandzic/Marlon Vankan,,N/A,,,,,
114305,Marcel Hornung/Isaac Nortie Nortey,,N/A,,,,,
114306,Patrick Foley/Luca Giacomini,,N/A,,,,,
114307,Mousa Alkotop/Artur Kukasian,,N/A,,,,,
114308,Garrett Johns/Siem Woldeab,,N/A,,,,,
114309,Lorenzo Comino/Tommaso Vola,,N/A,,,,,
114310,Diogo Marques/Goncalo Marques,,N/A,,,,,
114311,Alp Horoz/Daniels Tens,,N/A,,,,,
114312,Eric Hadigian/Alvin Nicholas Tudorica,,N/A,,,,,
114313,Gabriele Bosio/Riccardo Perin,,N/A,,,,,
114314,Sergio Badini/Ludovico Vaccari,,N/A,,,,,
114315,Andrin Casanova/Luca Fantini,,N/A,,,,,
114316,Luca Buldorini,2010-03-11,ITA,,,,,
114317,Luca Buldorini/Peter Buldorini,,N/A,,,,,
114318,Leonardo Iemmi/Mattia Ricci,,N/A,,,,,
114319,Tanguy Genier/Ali Habib,,N/A,,,,,
114320,Julian Cundom/Gonzalo Zeitune,,N/A,,,,,
114321,Pedro Boscardin Dias/Fernando Yamacita,,N/A,,,,,
114322,Bruno Fernandez/Lucca Guercio,,N/A,,,,,
114323,Tomas Farjat/Joel Angel Lucero,,N/A,,,,,
114324,Marcos Lee Chan Baratau/Nikos Lehmann,,N/A,,,,,
114325,Guido Cuneo,1989-08-14,ARG,,,,,
114326,Guido Cuneo/Franco Tamagnone,,N/A,,,,,
114327,Naim Benito Fernandez/Iker Sevilla,,N/A,,,,,
114328,Denys Klok/Ilya Snitari,,N/A,,,,,
114329,Simone Agostini/Stefano Reitano,,N/A,,,,,
114330,Blake Mott/Kiranpal Pannu,,N/A,,,,,
114331,Zijiang Yang/Yaojie Zeng,,N/A,,,,,
114332,Federico Agustin Gomez/Kaichi Uchida,,N/A,,,,,
114333,Ivan Denisov/Alibek Kachmazov,,N/A,,,,,
114334,Guido Andreozzi/Theo Arribage,,N/A,,,,,
114335,Tomasz Berkieta/Daniel Michalski,,N/A,,,,,
114336,Inigo Cervantes/Jonathan Eysseric,,N/A,,,,,
114337,Ryan Seggerman/Szymon Walkow,,N/A,,,,,
114338,Andrea Pellegrino/Dmitry Popko,,N/A,,,,,
114339,Georgi Georgiev/Viktor Kirov,,N/A,,,,,
114340,Jonas Forejtek/Jakub Nicod,,N/A,,,,,
114341,Dinko Dinev/Dominik Kellovsky,,N/A,,,,,
114342,Valentin Royer/Robert Strombachs,,N/A,,,,,
114343,Guy Den Ouden/Jelle Sels,,N/A,,,,,
114344,Corentin Denolly/Luka Pavlovic,,N/A,,,,,
114345,Alexander Donski/Anthony Genov,,N/A,,,,,
114346,Sander Arends/Gregoire Jacq,,N/A,,,,,
114347,Ben Jones/Marcus Willis,,N/A,,,,,
114348,Benoit Paire/Luca Sanchez,,N/A,,,,,
114349,Evan Furness/Arthur Reymond,,N/A,,,,,
114350,Axel Garcian/Harold Mayot,,N/A,,,,,
114351,Vladimir Uzhylovsky/Augusto Virgili,,N/A,,,,,
114352,Ivan Liutarevich/David Pichler,,N/A,,,,,
114353,Fabrizio Palma,2008-06-24,ITA,,,,,
114354,Antonio Ruocco,2000-06-09,ITA,,,,,
114355,Andrea Del Giudice,2003-07-22,ITA,,,,,
114356,Oliver Wilcox,2007-04-23,AUS,,,,,
114357,Noah Brownrigg,2006-11-20,AUS,,,,,
114358,Jesse Gothelf,2005-04-23,AUS,,,,,
114359,Oliver King,2006-10-25,AUS,,,,,
114360,Antonio Li,2003-04-18,AUS,,,,,
114361,Christopher Sousou,2005-12-31,AUS,,,,,
114362,Wayne Mcnicol,2005-05-17,AUS,,,,,
114363,Arjun Balakrishnan,2005-06-28,AUS,,,,,
114364,Arif Rahman,1995-09-06,INA,,,,,
114365,Tanmay Jha,2003-07-09,IND,,,,,
114366,Victor Holgado Chaves,2002-12-31,ESP,,,,,
114367,Alexandru Stefan Brutaru,2008-08-06,ROU,,,,,
114368,Arsam Kashisaz,2005-10-02,IRI,,,,,
114369,Arian Pourorooji,2001-03-17,IRI,,,,,
114370,Parsa Sedighi,1994-03-22,IRI,,,,,
114371,Faizur Rehman,2001-09-30,IND,,,,,
114372,Pavel Cherevatyy,2005-06-04,RUS,,,,,
114373,Mohammad Javad Daroee,2001-01-16,IRI,,,,,
114374,Daisuke Inagawa,2002-08-10,JPN,,,,,
114375,Almontather Thaer,2005-12-18,IRQ,,,,,
114376,Eabdallah Ali,2005-05-16,IRQ,,,,,
114377,Ali Fatahi Meiabadi,2006-07-10,IRI,,,,,
114378,Francesco Testori Tesfagabri Yosiof,2004-02-07,ITA,,,,,
114379,Sepp Fuglede Christensen,1995-03-18,DEN,,,,,
114380,Ahmad Shinwari,1991-03-05,AFG,,,,,
114381,Aliaksandr Shymanovich,2006-10-11,BLR,,,,,
114382,Adil Al-Saedi,1993-08-05,IRQ,,,,,
114383,Luke Jie Xi Ho,2009-05-28,SGP,,,,,
114384,Simon Tremolieres,2008-11-15,SGP,,,,,
114385,Rahul Duggi,2000-05-14,CAN,,,,,
114386,Allen Leong,2009-11-07,SGP,,,,,
114387,Krzysztof Plewa,2007-04-25,POL,,,,,
114388,Lucas Landaluce,2001-01-02,ESP,,,,,
114390,Denis Kudla/Luke Saville,,N/A,,,,,
114391,Christian Langmo/Dane Sweeny,,N/A,,,,,
114392,Abedallah Shelbayh/Kelsey Stevenson,,N/A,,,,,
114393,Juan Carlos Manuel Aguilar/Juan Pablo Ficovich,,N/A,,,,,
114394,Cannon Kingsley/Patrik Trhac,,N/A,,,,,
114395,Emmanuel Alex,2006-02-21,USA,,,,,
114396,Tsiry Rabetrano,2009-01-24,FRA,,,,,
114397,Axel Delva,2006-10-11,FRA,,,,,
114398,Andres Amarfil,1998-01-02,ARG,,,,,
114399,Joshua Charlton/Jake Delaney,,N/A,,,,,
114400,Arjun Balakrishnan/Noah Brownrigg,,N/A,,,,,
114401,Arjun Mehrotra/Sam Ryan Ziegann,,N/A,,,,,
114402,Zane Stevens/Lachlan Vickery,,N/A,,,,,
114403,Seon Yong Han/Alexander Klintcharov,,N/A,,,,,
114404,Andrew Fenty/William Woodall,,N/A,,,,,
114405,Adrian Arcon/Preston Brown,,N/A,,,,,
114406,Enzo Aguiard/Reece Falck,,N/A,,,,,
114407,Stefan Bianchet/Cade Birrell,,N/A,,,,,
114408,Marin Dumitru/Ids Waterbolk,,N/A,,,,,
114409,Jayden Court/Thijmen Loof,,N/A,,,,,
114410,Zachary Adam-Gedge/Ethan Cook,,N/A,,,,,
114411,Jesse Delaney/Pavle Marinkov,,N/A,,,,,
114412,Timothy Gray/Sean Van Rensburg,,N/A,,,,,
114413,Hyu Kawanishi,2008-12-02,JPN,,,,,
114414,Yuta Kawahashi/Yuta Kikuchi,,N/A,,,,,
114415,Brandon Perez/Jared Thompkins,,N/A,,,,,
114416,Tatsuma Ito/Daiki Yoshimura,,N/A,,,,,
114417,Yuhei Kono/Kosuke Ogura,,N/A,,,,,
114418,Masaru Sato,2007-04-16,JPN,,,,,
114419,Suguru Sato,2007-04-16,JPN,,,,,
114420,Hyu Kawanishi/Ryo Tabata,,N/A,,,,,
114421,Masaru Sato/Suguru Sato,,N/A,,,,,
114422,Bogdan Bobrov/Sai Karteek Reddy Ganta,,N/A,,,,,
114423,Abhinav Sanjeev Shanmugam/Freek Van Donselaar,,N/A,,,,,
114424,Yurii Dzhavakian/Patrick Toman,,N/A,,,,,
114425,Nathan Anthony Barki/Blake Ellis,,N/A,,,,,
114426,Arif Rahman/Arnykgo Mesakh,,N/A,,,,,
114427,Mathieu Scaglia/Jakub Wojcik,,N/A,,,,,
114428,Lorenzo Lorusso/Damien Wenger,,N/A,,,,,
114429,Ali Habib/Yuvan Nandal,,N/A,,,,,
114430,Sicheng Li/Ethan Terblanche,,N/A,,,,,
114431,Chan-Yeong Oh/Kasidit Samrej,,N/A,,,,,
114432,Michael Dylan Jimenez/Alexey Shtengelov,,N/A,,,,,
114433,Shivank Bhatnagar/Taiyo Yamanaka,,N/A,,,,,
114434,Yuttana Charoenphon/Natthayut Nithithananont,,N/A,,,,,
114435,Bill Chan/Roy Hobbs,,N/A,,,,,
114436,Credit Chaiyarin/Loic Namigandet Tenguere,,N/A,,,,,
114437,Thanapet Chanta/Seongbin Sim,,N/A,,,,,
114438,Seungmin Park/Nitin Kumar Sinha,,N/A,,,,,
114439,Samir Banerjee/Adhithya Ganesan,,N/A,,,,,
114440,Shaheed Alam/Jerall Yasin,,N/A,,,,,
114441,Ying-Ze Chen/Bingyu Yu,,N/A,,,,,
114442,Ivan Anhelov/Tymofii Karpaliuk,,N/A,,,,,
114443,Alin Butnaru/Mihai David Haita,,N/A,,,,,
114444,Julian Desousa/Fred Simonsson,,N/A,,,,,
114445,Matei Florin Breazu/Mihnea Maftei,,N/A,,,,,
114446,Andrei Dumitrescu/Gabriel Ghetu,,N/A,,,,,
114447,Vasile Antonescu/Mihai Razvan Marinescu,,N/A,,,,,
114448,Dragos Nicolae Cazacu/Patrick Grigoriu,,N/A,,,,,
114449,Mircea Mortasifu/Ilya Snitari,,N/A,,,,,
114450,Federico Campana/Elio Jose Ribeiro Lago,,N/A,,,,,
114451,Stijn Pel/Josip Simundza,,N/A,,,,,
114452,Diego-Jose Manrique-Velazquez/Hugo Palacios Plaza,,N/A,,,,,
114453,Pol Amoros Ramos/Alvaro Bueno Gil,,N/A,,,,,
114454,Alejandro Hayen/Daniel Moreno,,N/A,,,,,
114455,Sergio Callejon Hernando/Bryan Hernandez Cortes,,N/A,,,,,
114456,Naim Benito Fernandez/Lucca Helguera Casado,,N/A,,,,,
114457,Tristan Mccormick/Joe Tyler,,N/A,,,,,
114458,Boris Butulija/Aryan Lakshmanan,,N/A,,,,,
114459,Marcos Castro Fabra/Pavlos Tsitsipas,,N/A,,,,,
114460,Maxwell Mckennon/Karl Poling,,N/A,,,,,
114461,Andrea Colombo/Massimo Pizzigoni,,N/A,,,,,
114462,Henry Barrett/Filip Peliwo,,N/A,,,,,
114463,Matteo Covato/Ezequiel Simonit,,N/A,,,,,
114464,Cristian Campese/Gian Matias Di Natale,,N/A,,,,,
114465,Filippo Mazzola/Ludovico Vaccari,,N/A,,,,,
114466,James Markiewicz/Toby Martin,,N/A,,,,,
114467,Lorenzo Angelini/Lorenzo Beraldo,,N/A,,,,,
114468,Andrea De Marchi/Benito Massacri,,N/A,,,,,
114469,Stefano Reitano/Louis Wessels,,N/A,,,,,
114470,Sven Corbinais/Jake Van Emburgh,,N/A,,,,,
114471,Charlie Camus/Nathan Trouve,,N/A,,,,,
114472,Mats Rosenkranz/Marat Sharipov,,N/A,,,,,
114473,Antoine Bellier/Tom Paris,,N/A,,,,,
114474,John Echeverria/Luc Fomba,,N/A,,,,,
114475,Parsa Ashjari/Kiarash Hanifi,,N/A,,,,,
114476,Yacoub Makzoume/Ali Yazdani,,N/A,,,,,
114477,Saveliy Ivanov/Denys Klok,,N/A,,,,,
114478,Adam Panaras/Dorian Tremblay,,N/A,,,,,
114479,Diego Barreto Sanchez/Stefan Vujic,,N/A,,,,,
114480,Alexander Chepik/Ivan Nedelko,,N/A,,,,,
114481,Amir Hossein Badi/Moein Moazam,,N/A,,,,,
114482,Simone Agostini/Lorenzo Bocchi,,N/A,,,,,
114483,Raghav Jaisinghani/Arthav Neema,,N/A,,,,,
114484,Parth Aggarwal/Jagmeet Singh,,N/A,,,,,
114485,Amir Mohammad Adabjou/Yunes Talavar,,N/A,,,,,
114486,S D Prajwal Dev/Dev Javia,,N/A,,,,,
114487,Tommaso Compagnucci/Stefan Latinovic,,N/A,,,,,
114488,Jan Kobierski/Kristian Tumbas Kajgo,,N/A,,,,,
114489,Andrey Chepelev/Makar Krivoshchekov,,N/A,,,,,
114490,Kirill Kalennik/Maxim Krapivin,,N/A,,,,,
114491,Alessandro Bellifemine/Pietro Pampanin,,N/A,,,,,
114492,Riccardo Bonadio/Andrea Meduri,,N/A,,,,,
114493,Andrea Fiorentini/Tadija Radovanovic,,N/A,,,,,
114494,Svyatoslav Gulin/Vuk Radjenovic,,N/A,,,,,
114495,Mousa Alkotop/Zaid Mashni,,N/A,,,,,
114496,Federico Garbero/Edoardo Santoni,,N/A,,,,,
114497,Peter Alam/Joao Portugal,,N/A,,,,,
114498,Etienne Donnet/Ewen Lumsden,,N/A,,,,,
114499,Oscar Jose Gutierrez/Siem Woldeab,,N/A,,,,,
114500,Anas Ben Chiekh/Otso Martikainen,,N/A,,,,,
114501,Charles Dossetter/Ignasi Forcano,,N/A,,,,,
114502,Egor Agafonov/Konstantin Zhzhenov,,N/A,,,,,
114503,Alp Horoz/Alvin Nicholas Tudorica,,N/A,,,,,
114504,Juan Ignacio Gallego/Bautista Leguizamon,,N/A,,,,,
114505,Sean Hess/Alejo Lorenzo Lingua Lavallen,,N/A,,,,,
114506,Lucca Pinto/Pedro Rodrigues,,N/A,,,,,
114507,Pedro Boscardin Dias/Bruno Oliveira,,N/A,,,,,
114508,Santiago De La Fuente/Lucca Guercio,,N/A,,,,,
114509,Julian Cundom/Nikos Lehmann,,N/A,,,,,
114510,Federico Bove/Hernan Oivas Quiroz,,N/A,,,,,
114511,Antoine Voisin/Cooper Wilkinson,,N/A,,,,,
114512,Wesley Koolhof/Botic Van De Zandschulp,,N/A,,,,,
114513,Felipe De Dios/Joel Angel Lucero,,N/A,,,,,
114514,Jacopo Berrettini/Vit Kopriva,,N/A,,,,,
114515,Tomas Barrios Vera/Matias Soto,,N/A,,,,,
114516,Jakub Mensik/Adam Pavlasek,,N/A,,,,,
114517,Carlos Alcaraz/Marcel Granollers,,N/A,,,,,
114518,Andrea Torino/Marco Zotti,,N/A,,,,,
114519,Maxime Chazal/Alexey Vatutin,,N/A,,,,,
114520,Rares Andrei Golescu/Genaro Alberto Olivieri,,N/A,,,,,
114521,Robert Gabriel Ionescu/Jorge Plans,,N/A,,,,,
114522,Franco Agamenone/Facundo Juarez,,N/A,,,,,
114523,Zvonimir Babic/Divij Sharan,,N/A,,,,,
114524,Kirill Kivattsev/Robert Strombachs,,N/A,,,,,
114525,Pedro Araujo/Corentin Denolly,,N/A,,,,,
114526,Hynek Barton/Arthur Gea,,N/A,,,,,
114527,Daniel Elahi Galan/Dmitry Popko,,N/A,,,,,
114528,Daniel Masur/Lucas Miedler,,N/A,,,,,
114529,Christian Harrison/Ethan Quinn,,N/A,,,,,
114530,Kelsey Stevenson/Patrick Zahraj,,N/A,,,,,
114531,James Tracy/Matej Vocel,,N/A,,,,,
114532,Kyle Edmund/Ryan Peniston,,N/A,,,,,
114533,Nikita Filin/Aidan Kim,,N/A,,,,,
114534,Alexandre Aubriot/Louis Tessa,,N/A,,,,,
114535,Harold Mayot/Luca Sanchez,,N/A,,,,,
114536,Daniel Cukierman/Ivan Liutarevich,,N/A,,,,,
114537,Mae Malige/Arthur Reymond,,N/A,,,,,
114538,Antoine Bellier/Ugo Blanchet,,N/A,,,,,
114539,Riki Takahata,2004-08-22,JPN,,,,,
114540,Koshiro Nakamae,2007-10-13,JPN,,,,,
114541,Kazuma Kimura,2006-12-04,JPN,,,,,
114542,Davide Bocchini,2009-03-21,ITA,,,,,
114543,Roman Andres Burruchaga/Juan Pablo Ficovich,,N/A,,,,,
114544,Juan Carlos Manuel Aguilar/Conner Huertas del Pino,,N/A,,,,,
114545,Andrea Collarini/Gonzalo Villanueva,,N/A,,,,,
114546,Alejandro Arcila/Samuel Heredia,,N/A,,,,,
114547,Luis Britto/Andres Urrea,,N/A,,,,,
114548,Orlando Luz/Santiago Rodriguez Taverna,,N/A,,,,,
114549,Jianchen Sun,2006-10-23,CHN,,,,,
114550,Yanhong Li,2008-02-19,CHN,,,,,
114551,Tianlin Xie,2006-07-08,CHN,,,,,
114552,Arran Kenna,1992-03-28,AUS,,,,,
114553,Simon Swenson,1975-08-18,AUS,,,,,
114554,Eric Matthew Gunawan,2008-06-20,INA,,,,,
114555,M Mouressi Muqorib,2008-06-27,INA,,,,,
114556,Mohand Mahmoud,1997-03-15,EGY,,,,,
114557,Vano Losaberidze,2005-06-03,GEO,,,,,
114558,Louis Alexis Moldenhauer,2005-09-08,GER,,,,,
114559,Karim Sherif Abdellatif Abdo,2006-08-08,EGY,,,,,
114560,Marco Venticinque,2005-02-11,ITA,,,,,
114561,Ali Sultan,2007-08-22,EGY,,,,,
114562,Daniil Ryzhankou,2006-07-10,BLR,,,,,
114563,Mati Pinnell,1999-07-20,POL,,,,,
114564,Reza Banan,2007-10-21,IRI,,,,,
114565,Vansh Arora,2004-09-18,IND,,,,,
114566,Ali Gholami,2005-02-05,IRI,,,,,
114567,Jayant Dhingra,2006-06-21,IND,,,,,
114568,Hadi Jalalvand,1987-09-22,IRI,,,,,
114569,Amir Ali Firoozi,2006-10-08,IRI,,,,,
114570,Matyas Kozlovsky,2007-09-30,CZE,,,,,
114571,Karel Froemel,2006-01-13,CZE,,,,,
114572,Samuel Vidales,2007-05-22,COL,,,,,
114573,Hady Rabih,2008-09-16,PAR,,,,,
114574,Amine Bourdih,1991-08-05,MAR,,,,,
114575,Samuel Dively,2002-03-28,USA,,,,,
114576,Mate Pavic/Mili Poljicak,,N/A,,,,,
114577,Edas Butvilas/Vilius Gaubas,,N/A,,,,,
114578,Novak Djokovic/Hamad Medjedovic,,N/A,,,,,
114579,Henry Patten/Neal Skupski,,N/A,,,,,
114580,Albert Widell,2006-01-13,SWE,,,,,
114581,Eric Nilsson,2007-08-07,SWE,,,,,
114582,Emil Kindhult,2006-07-21,SWE,,,,,
114583,Simon Munkhammar,2006-04-02,SWE,,,,,
114584,Tom Noltorp,2006-07-24,SWE,,,,,
114585,Edin Hibic,2007-05-06,SWE,,,,,
114586,Lucas Gordon,2010-03-20,USA,,,,,
114587,Ryoma Ishii,2005-12-13,JPN,,,,,
114588,Naoya Honda/Hayato Matsuoka,,N/A,,,,,
114589,Riki Takahata/Saki Tange,,N/A,,,,,
114590,Ryusuke Horiuchi/Ko Suzuki,,N/A,,,,,
114591,Masakatsu Noguchi/Hikaru Shiraishi,,N/A,,,,,
114592,Ryotaro Matsumura/Hien Pham,,N/A,,,,,
114593,Jimmy Yang/Zijiang Yang,,N/A,,,,,
114594,Xiaochuan Tang/Minghui Zhang,,N/A,,,,,
114595,Zhenxiong Dong/Mitsuki Wei Kang Leong,,N/A,,,,,
114596,Uisung Park/Seongbin Sim,,N/A,,,,,
114597,Qiulin Wang/Bingyu Yu,,N/A,,,,,
114598,Yitao Cao/Weiwen Pan,,N/A,,,,,
114599,Rishab Agarwal/Min Seong Kim,,N/A,,,,,
114600,Pengyu Lu/Yaojie Zeng,,N/A,,,,,
114601,Ying-Ze Chen/Mingyuan Yang,,N/A,,,,,
114602,Jeffrey Hsu/Kris Van Wyk,,N/A,,,,,
114603,Aldhito Ramadhan Dwi Kurniawan/Abhinav Sanjeev Shanmugam,,N/A,,,,,
114604,Chan-Yeong Oh/Seungmin Park,,N/A,,,,,
114605,Tanguy Genier/Arthur Weber,,N/A,,,,,
114606,Bogdan Bobrov/Alexey Shtengelov,,N/A,,,,,
114607,Koki Matsuda/Issei Okamura,,N/A,,,,,
114608,Taki Adachi/Ahmad Fauzan,,N/A,,,,,
114609,Hong-Lin Fu/Ali Habib,,N/A,,,,,
114610,Tomohiro Masabayashi/Taiyo Yamanaka,,N/A,,,,,
114611,Radu Albot/Maximilian Marterer,,N/A,,,,,
114612,Jose Statham/Zachary Svajda,,N/A,,,,,
114613,Ariel Behar/Robert Galloway,,N/A,,,,,
114614,Julian Cash/Lloyd Glasspool,,N/A,,,,,
114615,Hayden Jones/Hugh Winter,,N/A,,,,,
114616,Zachary Adam-Gedge/Cade Birrell,,N/A,,,,,
114617,Ethan Cook/Alexander Klintcharov,,N/A,,,,,
114618,Suraj R Prabodh/Yutong Su,,N/A,,,,,
114619,Marin Dumitru/Derin Sen,,N/A,,,,,
114620,Joshua Charlton/Seon Yong Han,,N/A,,,,,
114621,Jarrod Joyce/Oliver King,,N/A,,,,,
114622,Gabriel Elicha Navas/Benjamin Winter Lopez,,N/A,,,,,
114623,Luis Garcia Paez/Hugo Ruiz Rodriguez,,N/A,,,,,
114624,Mario Arce Fernandez/Ausias Martin Melo,,N/A,,,,,
114625,Alberto Garcia Garcia/Iker Sevilla,,N/A,,,,,
114626,Ivan Lopez/Pere Prat Turro,,N/A,,,,,
114627,Albert Pedrico Kravtsov/Sergio Planella Hernandez,,N/A,,,,,
114628,Vicente Oliver Moratalla/Eneko Rios Perez,,N/A,,,,,
114629,Pedro Iamachkine/Pablo Martinez Gomez,,N/A,,,,,
114630,Alvaro Bueno Gil/Jordi Garcia Mestre,,N/A,,,,,
114631,Carlos Giraldi/Marcel Zielinski,,N/A,,,,,
114632,Axel Herberg/Carles Rojas,,N/A,,,,,
114633,Emanuele Mazzeschi/Silvio Mencaglia,,N/A,,,,,
114634,Julian Ocleppo/Andrea Picchione,,N/A,,,,,
114635,Gabriele Dolce/Gabriele Piraino,,N/A,,,,,
114636,Lorenzo Carboni/Daniele Rapagnetta,,N/A,,,,,
114637,Gabriele Bosio/Leonardo Malgaroli,,N/A,,,,,
114638,Christian Capacci/Mattias Pisanu,,N/A,,,,,
114639,Leonardo Borrelli/Giuseppe La Vela,,N/A,,,,,
114640,Mats Hermans/Stefano Reitano,,N/A,,,,,
114641,Erik Gahnstrom/Robin Thour,,N/A,,,,,
114642,Mikail Alimli/Tuncay Duran,,N/A,,,,,
114643,Saba George Nanobashvili/Albert Saar,,N/A,,,,,
114644,Ben Jones/Marvin Moeller,,N/A,,,,,
114645,Moritz Hoffmann/Vito Tonejc,,N/A,,,,,
114646,Oliver Johansson/Nikola Slavic,,N/A,,,,,
114647,Kenzo Koistila Larsson/Melvin Kumar,,N/A,,,,,
114648,Elgin Khoeblal/Stijn Pel,,N/A,,,,,
114649,Sebastian Eriksson/Alvin Nicholas Tudorica,,N/A,,,,,
114650,Daniel Moreno/Johannes Seeman,,N/A,,,,,
114651,Pietro Orlando Fellin/Maxwell Mckennon,,N/A,,,,,
114652,Stefano D'Agostino/Koray Kirci,,N/A,,,,,
114653,Alexandr Binda/Boris Butulija,,N/A,,,,,
114654,Ilgiz Kamchibekov/Bogdan Seleznev,,N/A,,,,,
114655,Christoph Gayk/Marcel Kamrowski,,N/A,,,,,
114656,Aryan Lakshmanan/Cedric Stanke,,N/A,,,,,
114657,Attila Boros/Gabor Hornung,,N/A,,,,,
114658,Leonardo Angeloni/Ioannis Kountourakis,,N/A,,,,,
114659,Akram El Sallaly/Nikita Ianin,,N/A,,,,,
114660,Stepan Baum/Jakub Filip,,N/A,,,,,
114661,Michael Gloeckler/Gregor Ramskogler,,N/A,,,,,
114662,Daniel Blazka/Leon Formella,,N/A,,,,,
114663,Jan Facek/Simon Smejkal,,N/A,,,,,
114664,Karel Froemel/Matyas Kozlovsky,,N/A,,,,,
114665,Dusan Baranec/Simon Norrman,,N/A,,,,,
114666,Marek Friedl/Petr Michnev,,N/A,,,,,
114667,Jiri Cizek/Jonas Kucera,,N/A,,,,,
114668,Daniel Bien/Dominik Kellovsky,,N/A,,,,,
114669,Edoardo Cherie Ligniere/Federico Valle,,N/A,,,,,
114670,Federico Cina/Pietro Marino,,N/A,,,,,
114671,Lucio Carnevalle/Mihai Razvan Marinescu,,N/A,,,,,
114672,Mihnea Maftei/Constantin Radu,,N/A,,,,,
114673,Dragos Nicolae Cazacu/Matyas Cerny,,N/A,,,,,
114674,Marcell Bartakovics/Bence Kutasi,,N/A,,,,,
114675,Juan Cruz Martin Manzano/Edoardo Zanada,,N/A,,,,,
114676,Jody Maginley/Roy Stepanov,,N/A,,,,,
114677,Liam Branger/Tadija Radovanovic,,N/A,,,,,
114678,Svyatoslav Gulin/Maxim Krapivin,,N/A,,,,,
114679,Lautaro Agustin Corthey/Lorenzo Gagliardo,,N/A,,,,,
114680,Stefan Latinovic/Marko Maksimovic,,N/A,,,,,
114681,Giannicola Misasi/Felipe Virgili Berini,,N/A,,,,,
114682,Juan Pablo Paz/Kristian Tumbas Kajgo,,N/A,,,,,
114683,Tommaso Compagnucci/Andrea Meduri,,N/A,,,,,
114684,Andrea Morlet/Maxence Rivet,,N/A,,,,,
114685,Ammar Elamin/Zaid Mashni,,N/A,,,,,
114686,Mousa Alkotop/Ewen Lumsden,,N/A,,,,,
114687,Alp Horoz/S Mert Ozdemir,,N/A,,,,,
114688,Hugo Cardinaud/Cemil Duran,,N/A,,,,,
114689,Aristeidis Lafazanos/Stefano Papagno,,N/A,,,,,
114690,Dali Blanch/Carles Hernandez,,N/A,,,,,
114691,Garrett Johns/Mohamed Nazim Makhlouf,,N/A,,,,,
114692,Louis Dussin/Antoine Vincent,,N/A,,,,,
114693,Charles Bertimon/Matisse Bobichon,,N/A,,,,,
114694,Matthew William Donald/Dominique Graf,,N/A,,,,,
114695,Diogo Marques/Alejandro Turriziani Alvarez,,N/A,,,,,
114696,Martin Van Der Meerschen/Stefan Vujic,,N/A,,,,,
114697,Amiraslan Montakhab/Ritabrata Sarkar,,N/A,,,,,
114698,Mehran Moghimi/Sina Moghimi,,N/A,,,,,
114699,Dmitry Dolzhenkov/Ivan Nedelko,,N/A,,,,,
114700,Mani Molaasgari,2008-07-22,IRI,,,,,
114701,Amirali Ghavam/Mani Molaasgari,,N/A,,,,,
114702,Simone Agostini/Samyar Elyasi,,N/A,,,,,
114703,Adrian Mannarino/Alexandre Muller,,N/A,,,,,
114704,Miguel-Angel Reyes-Varela/John-Patrick Smith,,N/A,,,,,
114705,Toshihide Matsui/Adam Walton,,N/A,,,,,
114706,Pavel Kotov/Giovanni Mpetshi Perricard,,N/A,,,,,
114707,Ivan Dodig/Rafael Matos,,N/A,,,,,
114708,Samuel Sanchez Gomez,2006-03-21,COL,,,,,
114709,Alvaro Frutos Alonso/Alex Santino Nunez Vera,,N/A,,,,,
114710,Enrico Galarza/Facundo Martinez Morel,,N/A,,,,,
114711,Juan Estevez/Gonzalo Zeitune,,N/A,,,,,
114712,Hernando Jose Escurra Isnardi/Martin Vergara Del Puerto,,N/A,,,,,
114713,Tobias Franco/Sean Hess,,N/A,,,,,
114714,Santiago De La Fuente/Lautaro Midon,,N/A,,,,,
114715,Ryan Fishback/Natan Rodrigues,,N/A,,,,,
114716,Vlad Victor Cornea/Bogdan Pavel,,N/A,,,,,
114717,Marcelo Arevalo/Cesar Cruz,,N/A,,,,,
114718,Juan Carlos Fuentes Vasquez,2005-09-17,ESA,,,,,
114719,Toki Adachi/Ahmad Fauzan,,N/A,,,,,
114720,Alfredo Perez/Jack Vance,,N/A,,,,,
114721,Bozo Barun/Brendan Boland,,N/A,,,,,
114722,Alexander Frusina/Kabeer Kapasi,,N/A,,,,,
114723,Connor Smillie/Jakub Vrba,,N/A,,,,,
114724,Luis Carlos Alvarez/Khololwam Montsi,,N/A,,,,,
114725,Niccolo Baroni/Mario Martinez Serrano,,N/A,,,,,
114726,Tommy Czaplinski/Gray Voelzke,,N/A,,,,,
114727,Petar Jovanovic/Benito Sanchez Martinez,,N/A,,,,,
114728,Christopher Bulus/Ilgiz Valiev,,N/A,,,,,
114729,Ishaan Ravichander/Alessio Vasquez,,N/A,,,,,
114730,Keshav Chopra/Chen Dong,,N/A,,,,,
114731,Taym Al Azmeh/Danil Panarin,,N/A,,,,,
114732,Isaac Becroft/Timo Legout,,N/A,,,,,
114733,David Saye/Max Sheldon,,N/A,,,,,
114734,Benedikt Emesz/Lukas Palovic,,N/A,,,,,
114735,Freek Van Donselaar/Ids Waterbolk,,N/A,,,,,
114736,Matej Dodig/Ivan Sabanov,,N/A,,,,,
114737,Hod'Abalo Isak Padio/Thomas Setodji,,N/A,,,,,
